population_size,iteration_number,run_number,pcrossover,pmutation,control_optimization_horizon,control_implementation_horizon,control_optimization_anticipation,control_type,optimization_aim,flexibility_event_length_max,flexibility_recover_timespan,thermal_stabilization_timespan,minimum_flexibility,flexibility_splits,Alpha_confort,month_subset
45,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,65,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,70,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,75,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,80,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,85,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,90,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,95,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,100,16,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,5,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,10,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,15,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,20,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,25,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,30,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,35,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,40,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,45,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,50,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
70,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
75,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
80,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
85,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
90,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
95,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
100,55,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
5,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
10,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
15,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
20,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
25,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
30,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
35,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
40,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
45,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
50,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
55,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
60,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
65,60,18,0,0.05,36,24,0,1,2,4,2,4,1,10,10,0
