population_size,iteration_number,run_number,pcrossover,pmutation,control_optimization_horizon,control_implementation_horizon,control_optimization_anticipation,control_type,optimization_aim,flexibility_event_length_max,flexibility_recover_timespan,thermal_stabilization_timespan,minimum_flexibility,flexibility_splits,Alpha_confort,month_subset
30,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,15,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,20,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,25,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,30,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,35,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,40,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,45,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,50,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,55,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,60,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,65,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,70,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,75,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,80,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,85,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,90,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,95,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,100,6,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,5,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
