time,Elec_unit_cost_buy,Elec_unit_cost_sell,Flex_unit_cost_down_com,Flex_unit_cost_down_exec,Flex_unit_cost_up_com,Flex_unit_cost_up_exec
2019-01-02 00:45:00,-0.045919998,-0.045919998,-0.0114799995,0.5,-0.0114799995,0.5
2019-01-02 01:00:00,-0.048290001,-0.048290001,-0.01207250025,0.5,-0.01207250025,0.5
2019-01-02 01:15:00,-0.048290001,-0.048290001,-0.01207250025,0.5,-0.01207250025,0.5
2019-01-02 01:30:00,-0.048290001,-0.048290001,-0.01207250025,0.5,-0.01207250025,0.5
2019-01-02 01:45:00,-0.048290001,-0.048290001,-0.01207250025,0.5,-0.01207250025,0.5
2019-01-02 02:00:00,-0.033599998,-0.033599998,-0.0083999995,0.5,-0.0083999995,0.5
2019-01-02 02:15:00,-0.033599998,-0.033599998,-0.0083999995,0.5,-0.0083999995,0.5
2019-01-02 02:30:00,-0.033599998,-0.033599998,-0.0083999995,0.5,-0.0083999995,0.5
2019-01-02 02:45:00,-0.033599998,-0.033599998,-0.0083999995,0.5,-0.0083999995,0.5
2019-01-02 03:00:00,-0.033540001,-0.033540001,-0.00838500025,0.5,-0.00838500025,0.5
2019-01-02 03:15:00,-0.033540001,-0.033540001,-0.00838500025,0.5,-0.00838500025,0.5
2019-01-02 03:30:00,-0.033540001,-0.033540001,-0.00838500025,0.5,-0.00838500025,0.5
2019-01-02 03:45:00,-0.033540001,-0.033540001,-0.00838500025,0.5,-0.00838500025,0.5
2019-01-02 04:00:00,-0.017790001,-0.017790001,-0.00444750025,0.5,-0.00444750025,0.5
2019-01-02 04:15:00,-0.017790001,-0.017790001,-0.00444750025,0.5,-0.00444750025,0.5
2019-01-02 04:30:00,-0.017790001,-0.017790001,-0.00444750025,0.5,-0.00444750025,0.5
2019-01-02 04:45:00,-0.017790001,-0.017790001,-0.00444750025,0.5,-0.00444750025,0.5
2019-01-02 05:00:00,-1e-05,-1e-05,-2.5e-06,0.5,-2.5e-06,0.5
2019-01-02 05:15:00,-1e-05,-1e-05,-2.5e-06,0.5,-2.5e-06,0.5
2019-01-02 05:30:00,-1e-05,-1e-05,-2.5e-06,0.5,-2.5e-06,0.5
2019-01-02 05:45:00,-1e-05,-1e-05,-2.5e-06,0.5,-2.5e-06,0.5
2019-01-02 06:00:00,0.03743,0.03743,0.0093575,0.5,0.0093575,0.5
2019-01-02 06:15:00,0.03743,0.03743,0.0093575,0.5,0.0093575,0.5
