"population_size","iteration_number","run_number","optimization_horizon","optimization_frequency","elec_heating","cost_heating","building_comfort","reward","process_time"
30,38,4,24,18,17090.9617343436,797.283698077554,25444,-4169.28369807755,11207.4797244072
30,38,4,24,24,17098.0124753944,792.766376860566,26354,-3929.76637686057,12351.4090366364
30,38,6,12,12,15724.4511680612,724.627232133087,25365,-3929.62723213309,16443.6739382744
30,38,6,18,12,15579.2411318215,718.690046446736,25293,-3854.69004644674,17107.9713144302
30,38,6,18,18,16467.1455938864,768.76322193447,25484,-4134.76322193447,18920.7475767136
30,38,6,24,12,15670.6189796092,724.645133637483,25170,-3924.64513363748,16426.9596810341
30,38,6,24,18,16486.8999047969,769.116403578873,25773,-4091.11640357887,18326.4384043217
30,38,6,24,24,16487.0939410743,764.659098186123,26270,-3859.65909818612,19789.0054628849
30,38,8,12,12,15422.8876393573,709.483562250337,25265,-3848.48356225034,22905.1971075535
30,38,8,18,12,15470.0491804139,714.367802731704,25137,-3887.3678027317,22867.5797801018
30,38,8,18,18,16277.8109733756,758.999683744189,25423,-4117.99968374419,22356.5302581787
30,38,8,24,12,15472.102072939,712.430927372526,25387,-3873.43092737253,21532.5141818523
30,38,8,24,18,16112.8743240074,752.370684462777,25335,-4150.37068446278,22514.3672094345
30,38,8,24,24,16323.5792218703,755.447542080973,26193,-3836.44754208097,24406.3136534691
30,40,10,12,12,15354.3176081602,708.994904935431,25194,-3868.99490493543,28758.5539984703
30,40,10,18,12,15241.7024821661,702.253889578325,25325,-3865.25388957832,28604.8085801601
30,40,10,18,18,16072.4492252461,748.751988589858,25418,-4104.75198858986,29037.8709254265
30,40,10,24,12,15260.8098300551,701.186806137085,25286,-3889.18680613709,26890.1827919483
30,40,10,24,18,15992.9277282866,746.024611381786,25426,-4130.02461138179,27691.0728604794
30,40,10,24,24,16265.2676748091,752.451532821117,26180,-3844.45153282112,30569.3239591122
30,40,4,12,12,16176.6521883593,748.603242718427,25321,-3902.60324271843,10245.3565104008
30,40,4,18,12,16334.5854061772,753.790442108409,25313,-3934.79044210841,9588.70511031151
30,40,4,18,18,16881.5686119867,789.380959936599,25629,-4138.3809599366,10765.704874754
30,40,4,24,12,16154.2755416888,746.52093081897,25394,-3928.52093081897,9884.01768279076
30,40,4,24,18,16988.5415522639,792.445228492392,25668,-4164.44522849239,10725.89417243
30,40,4,24,24,17110.7074161522,794.985895681041,26204,-3944.98589568104,11666.0901522636
30,40,6,12,12,15683.4711748176,725.709021559654,25296,-3887.70902155965,17548.9815068245
30,40,6,18,12,15681.9966915038,721.280573783193,25398,-3868.28057378319,16952.2203304768
30,40,6,18,18,16490.4477524064,768.798494312616,25537,-4159.79849431262,18548.1489810944
30,40,6,24,12,15703.2109176476,723.527247004278,25318,-3880.52724700428,16641.2395255566
30,40,6,24,18,16414.7281368919,766.558631462477,25652,-4127.55863146248,19139.8431718349
30,40,6,24,24,16606.1011156012,769.247719113204,26235,-3892.2477191132,19327.078441143
30,40,8,12,12,15360.1894680548,708.619582699697,25185,-3900.6195826997,24148.470230341
30,40,8,18,12,15332.4822196594,706.744130962243,25184,-3825.74413096224,24953.2020368576
30,40,8,18,18,16053.9861505084,747.298034611271,25492,-4079.29803461127,25504.6151168346
30,40,8,24,12,15376.0165924502,707.771767536748,25182,-3923.77176753675,23683.2459559441
30,40,8,24,18,16202.190454621,756.894454462243,25423,-4147.89445446224,23206.2857120037
30,40,8,24,24,16440.1359925872,760.117201467035,26099,-3884.11720146704,28105.8299891949
32,30,10,12,12,15371.6308987909,707.695837985228,25457,-3823.69583798523,26973.3573453426
32,30,10,18,12,15289.0377810496,704.624888132558,25248,-3894.62488813256,26806.3832948208
32,30,10,18,18,16122.7930912239,752.44058525149,25457,-4125.44058525149,27621.2385573387
32,30,10,24,12,15314.1356957339,704.443611085164,25114,-3900.44361108516,26189.3860762119
32,30,10,24,18,16102.0124505679,751.982040261356,25643,-4060.98204026136,27086.2180435658
32,30,10,24,24,16361.7920183735,757.308312588145,26238,-3828.30831258814,28760.1657705307
32,30,4,12,12,16046.7292855364,743.081842898192,25240,-3964.08184289819,10844.6287858486
32,30,4,18,12,16109.2564281866,743.087958691115,25357,-3934.08795869112,11151.7787730694
32,30,4,18,18,16980.4953952689,791.061896753278,25538,-4159.06189675328,12707.39356637
32,30,4,24,12,15974.132820073,739.449511810752,25356,-3916.44951181075,11633.5167667866
32,30,4,24,18,16874.8145629443,786.491918160579,25823,-4095.49191816058,12536.9468374252
32,30,4,24,24,16979.6342200414,787.383158768012,26206,-3929.38315876801,12447.7159588337
32,30,6,12,12,15639.3782415347,722.695013133392,25359,-3903.69501313339,17175.3213577271
32,30,6,18,12,15675.2832287527,724.847823228456,25353,-3881.84782322846,17347.2324454784
32,30,6,18,18,16477.243693895,769.250245092382,25486,-4137.25024509238,19634.2489433289
32,30,6,24,12,15618.860827049,721.35511988717,25407,-3876.35511988717,16823.0997765064
32,30,6,24,18,16566.3068464099,773.49593699307,25626,-4091.49593699307,18763.5395143032
32,30,6,24,24,16639.78869563,772.108310884902,26138,-3868.1083108849,20168.5951082706
32,30,8,12,12,15411.8355129471,709.973887800564,25060,-3878.97388780056,23386.6043190956
32,30,8,18,12,15502.4972768962,713.316607037656,25402,-3859.31660703766,22455.6275622845
32,30,8,18,18,16283.195724274,759.549270615124,25604,-4089.54927061512,24510.6667871475
32,30,8,24,12,15338.0983491168,706.331384415113,25256,-3887.33138441511,23479.2962527275
32,30,8,24,18,16251.7442984807,758.032492735552,25424,-4183.03249273555,24657.4611103535
32,30,8,24,24,16438.4087464866,760.509784135128,26138,-3865.50978413513,24364.4923448563
32,32,10,12,12,15303.8188652275,702.373054606406,25258,-3899.37305460641,26919.7650651932
32,32,10,18,12,15295.0337671192,702.688555337125,25255,-3903.68855533713,25799.1936454773
32,32,10,18,18,16063.7015190064,749.846383094755,25621,-4141.84638309475,27688.7827849388
32,32,10,24,12,15306.451260087,706.031967813878,25338,-3862.03196781388,26600.2825431824
32,32,10,24,18,16099.4446852018,750.322404182719,25534,-4170.32240418272,27811.7231779099
32,32,10,24,24,16302.8139406221,754.874452848857,26029,-3860.87445284886,28621.3473405838
32,32,4,12,12,16135.2542983208,745.875666364952,25246,-3898.87566636495,11251.3500132561
32,32,4,18,12,16066.5301023026,739.264245969754,25317,-3959.26424596975,11264.6582767963
32,32,4,18,18,16743.3745917262,782.484289335103,25435,-4138.4842893351,12035.5877201557
32,32,4,24,12,16186.0036842731,748.715914742179,25273,-3938.71591474218,10436.3592486382
32,32,4,24,18,16957.1545400639,791.781527008669,25786,-4143.78152700867,11488.1867980957
32,32,4,24,24,16887.5900287244,783.005671216597,26181,-3955.0056712166,12322.6464598179
32,32,6,12,12,15595.1167020648,719.698457954024,25246,-3853.69845795402,17153.8868584633
32,32,6,18,12,15616.811982033,720.170220467046,25390,-3859.17022046705,16982.9621379375
32,32,6,18,18,16330.9382304304,762.494707344354,25637,-4134.49470734435,18082.2458348274
32,32,6,24,12,15582.7527795461,719.275356942093,25350,-3878.27535694209,17459.3299741745
32,32,6,24,18,16451.8255762642,766.209214389927,25587,-4133.20921438993,20211.4054179192
32,32,6,24,24,16540.7562956275,766.866677747868,26281,-3900.86667774787,19610.9385988712
32,32,8,12,12,15409.7895277667,711.079504053306,25316,-3808.07950405331,23190.4783432484
32,32,8,18,12,15345.3582610004,706.711088720258,25306,-3901.71108872026,23154.9252676964
32,32,8,18,18,16225.3019248739,756.362944933694,25672,-4070.36294493369,24680.1855845451
32,32,8,24,12,15347.9134845412,707.088185101289,25228,-3897.08818510129,23515.7872624397
32,32,8,24,18,16238.2805899298,755.847654068998,25683,-4153.847654069,24274.7935686111
32,32,8,24,24,16427.9068104409,760.877016066215,26042,-3851.87701606621,25282.8548753262
32,34,10,12,12,15267.2281877099,701.357639914562,25061,-3889.35763991456,27893.5074837208
32,34,10,18,12,15214.830802393,700.856867703745,25287,-3846.85686770375,27963.3606591225
32,34,10,18,18,16084.579673378,749.851624361326,25612,-4107.85162436133,29622.1683728695
32,34,10,24,12,15272.8919931979,703.40884267978,25290,-3817.40884267978,27720.6111624241
32,34,10,24,18,16105.8824129689,750.44297612787,25397,-4112.44297612787,28755.3289191723
32,34,10,24,24,16266.7132278763,753.377324081381,26255,-3868.37732408138,30103.1774270535
32,34,4,12,12,16151.0476751203,745.87827461932,25270,-3933.87827461932,11200.797082901
32,34,4,18,12,16042.8752813745,741.717235054718,25417,-3907.71723505472,11405.9555954933
32,34,4,18,18,16897.435492042,789.42331361962,25600,-4156.42331361962,12446.2481296062
32,34,4,24,12,16114.343304092,742.808763234166,25177,-3930.80876323417,11322.7932012081
32,34,4,24,18,16944.3974181274,790.552729235582,25573,-4159.55272923558,12870.8086166382
32,34,4,24,24,16933.7479270365,785.09959666613,26405,-3890.09959666613,13877.220164299
32,34,6,12,12,15560.1091922765,717.74703286337,25210,-3848.74703286337,18343.5300705433
32,34,6,18,12,15562.2542593996,716.736921973839,25266,-3856.73692197384,18247.7352941036
32,34,6,18,18,16477.0284572529,767.934651180278,25487,-4133.93465118028,19548.0286867619
32,34,6,24,12,15617.6210097583,722.015880367103,25195,-3865.0158803671,18120.164611578
32,34,6,24,18,16500.5847974163,770.033202208188,25510,-4105.03320220819,19686.7731890678
32,34,6,24,24,16533.8729998783,766.38690143773,26219,-3859.38690143773,20713.0521466732
32,34,8,12,12,15352.6541064614,708.499480211116,25168,-3899.49948021112,23112.5943338871
32,34,8,18,12,15410.3543101967,710.01902211682,25311,-3813.01902211682,23854.7683587074
32,34,8,18,18,16251.4485263804,757.477897885662,25560,-4149.47789788566,24718.1292245388
32,34,8,24,12,15427.7030662557,713.397882191833,25112,-3870.39788219183,22959.3940508366
32,34,8,24,18,16199.8992579268,755.027315156486,25592,-4105.02731515649,25494.1865849495
32,34,8,24,24,16245.1843818587,752.640485463148,26124,-3825.64048546315,26651.7030677795
32,36,10,12,12,15181.8293736657,697.653552989294,25140,-3882.65355298929,28178.5250813961
32,36,10,18,12,15178.4643018933,698.965135559792,25226,-3828.96513555979,28117.4636595249
32,36,10,18,18,16065.7982108955,749.752646501654,25358,-4096.75264650165,29447.5650458336
32,36,10,24,12,15245.2137685296,701.937772853156,25319,-3899.93777285316,28117.7106263638
32,36,10,24,18,16087.7167361928,748.938829929119,25360,-4164.93882992912,30226.0236136913
32,36,10,24,24,16272.1021316355,751.810441553597,26272,-3842.8104415536,30724.770829916
32,36,4,12,12,16155.7137406456,747.279491844794,25351,-3906.27949184479,11146.6765780449
32,36,4,18,12,16188.6308998013,747.29574933684,25317,-3944.29574933684,11202.5549001694
32,36,4,18,18,16916.6158944178,789.072914328665,25635,-4133.07291432866,12000.5219101906
32,36,4,24,12,16059.4255477426,740.643637864762,25234,-3990.64363786476,11283.2496142387
32,36,4,24,18,16842.9041756164,784.956391408058,25526,-4131.95639140806,11822.6057260036
32,36,4,24,24,17012.1702028431,788.86449881874,26168,-3941.86449881874,12813.9862558842
32,36,6,12,12,15602.3203362639,721.107925664347,25063,-3909.10792566435,16773.4303324223
32,36,6,18,12,15722.4410433532,725.313559460458,25191,-3913.31355946046,17960.6119091511
32,36,6,18,18,16425.3925742216,766.424430832415,25638,-4111.42443083242,19670.9144632816
32,36,6,24,12,15606.1962328566,722.556722350398,25216,-3862.5567223504,17212.2641038895
32,36,6,24,18,16324.9031365341,761.415686878018,25664,-4155.41568687802,20548.1967196465
32,36,6,24,24,16551.9562184361,766.350407194154,26171,-3851.35040719415,21883.8189437389
32,36,8,12,12,15306.220073614,704.44164712139,25339,-3895.44164712139,22809.2676177025
32,36,8,18,12,15430.6434383009,711.36054700071,25211,-3889.36054700071,22517.8155107498
32,36,8,18,18,16260.8557217465,759.073682624855,25446,-4134.07368262485,23902.2971742153
32,36,8,24,12,15376.0810730314,708.66408620875,25325,-3878.66408620875,22129.6126613617
32,36,8,24,18,16186.4265040016,755.035163511568,25627,-4117.03516351157,23437.7499701977
32,36,8,24,24,16272.9472376149,752.092735336444,26296,-3842.09273533644,24531.6881027222
32,38,10,12,12,15237.5097983498,702.970643025232,25058,-3856.97064302523,29492.6322124004
32,38,10,18,12,15253.0494833518,702.443970498239,25146,-3831.44397049824,29276.584387064
32,38,10,18,18,16065.3242049005,748.243775410259,25520,-4107.24377541026,32091.9295339584
32,38,10,24,12,15240.7295761553,703.768293056801,25126,-3841.7682930568,29514.4065914154
32,38,10,24,18,16203.6257155397,757.123582632882,25361,-4116.12358263288,30728.2358899117
32,38,10,24,24,16122.6907961858,746.788302433987,26176,-3834.78830243399,32005.7061958313
32,38,4,12,12,16135.3481274934,743.233513910329,25063,-3962.23351391033,11369.0966136456
32,38,4,18,12,16144.4541609996,745.150905226715,25212,-3937.15090522672,11089.8318703175
32,38,4,18,18,16786.5779103482,782.242073192104,25527,-4056.2420731921,12635.1513183117
32,38,4,24,12,16110.3822683138,745.78427154427,25477,-3942.78427154427,11225.8697826862
32,38,4,24,18,16811.7164683022,785.161906816674,25611,-4174.16190681667,12400.0760829449
32,38,4,24,24,17017.2255130391,788.982125469767,26275,-3895.98212546977,13392.9899458885
32,38,6,12,12,15609.9169276787,718.963676714771,25295,-3868.96367671477,17975.5121264458
32,38,6,18,12,15575.8745339542,719.958172049258,25370,-3853.95817204926,18437.9134550095
32,38,6,18,18,16281.9549224537,759.070541421292,25759,-4060.07054142129,19570.3924252987
32,38,6,24,12,15581.5927074692,721.442278866943,25557,-3843.44227886694,18672.5553324223
32,38,6,24,18,16484.2137301722,769.517614344067,25596,-4120.51761434407,19589.9762575626
32,38,6,24,24,16552.2907638972,764.811555400074,26284,-3856.81155540007,20889.2716007233
32,38,8,12,12,15363.3235320001,709.836570188534,25327,-3851.83657018853,24247.8608365059
32,38,8,18,12,15343.609458134,706.847437968072,25267,-3920.84743796807,24114.8189272881
32,38,8,18,18,16237.9624166614,757.783378913877,25417,-4119.78337891388,26455.4622135162
32,38,8,24,12,15365.958886109,707.65656325821,25239,-3890.65656325821,24485.8680241108
32,38,8,24,18,16301.9478819501,761.85326096075,25588,-4142.85326096075,25780.5338973999
32,38,8,24,24,16219.4060164891,751.67718927973,26228,-3854.67718927973,27288.0175681114
32,40,10,12,12,15158.0461767668,696.725181416691,25107,-3878.72518141669,28750.1674962044
32,40,10,18,12,15294.3588638829,702.880177792642,25135,-3889.88017779264,29050.0974769592
32,40,10,18,18,16075.2170663306,747.32209753475,25470,-4067.32209753475,31268.3467636108
32,40,10,24,12,15218.1442398049,702.076504159081,25142,-3814.07650415908,27370.2303819656
32,40,10,24,18,16007.4525161447,747.393173338744,25459,-4076.39317333874,31824.9974241257
32,40,10,24,24,16227.8454390844,753.750526825032,26124,-3844.75052682503,31441.6973340511
32,40,4,12,12,16202.3529554792,749.227574818991,25238,-3977.22757481899,10619.6760773659
32,40,4,18,12,16164.4876774361,746.516704930929,25346,-3953.51670493093,10971.9692902565
32,40,4,18,18,16905.5272571367,789.937085601978,25406,-4100.93708560198,12185.1983191967
32,40,4,24,12,16144.3735243165,744.283703553052,25284,-3959.28370355305,9874.89440274239
32,40,4,24,18,16927.0439244781,787.579303781762,25688,-4149.57930378176,12543.3251459599
32,40,4,24,24,17159.3729492027,796.695482829555,26142,-3915.69548282956,12346.8997292519
32,40,6,12,12,15592.4432596692,718.700526581058,25346,-3899.70052658106,17411.8876588345
32,40,6,18,12,15614.7744426376,722.189538020393,25375,-3842.18953802039,16793.0360066891
32,40,6,18,18,16403.289234933,765.985724858893,25367,-4063.98572485889,18607.8508410454
32,40,6,24,12,15579.5333449724,720.092671014815,25389,-3840.09267101482,17047.9498641491
32,40,6,24,18,16378.8465028893,763.41328726015,25688,-4132.41328726015,17831.4519283772
32,40,6,24,24,16621.0242479364,769.437666172203,26116,-3903.4376661722,21654.3351564407
32,40,8,12,12,15339.451140678,708.111768817806,25128,-3871.11176881781,22747.1922478676
32,40,8,18,12,15402.2064139785,709.182176284085,25338,-3859.18217628409,22651.9605247974
32,40,8,18,18,16152.1669952318,752.958367915541,25496,-4075.95836791554,24922.8048245907
32,40,8,24,12,15394.6223648601,710.887578753574,25158,-3900.88757875357,23951.3603274822
32,40,8,24,18,16171.3371031403,755.14651746829,25681,-4107.14651746829,24503.5319561958
32,40,8,24,24,16406.9970669777,758.614774339383,26203,-3843.61477433938,26787.6289253235
34,30,10,12,12,15322.4278084458,705.852281119995,25075,-3891.85228112,27170.6180055141
34,30,10,18,12,15280.2460180072,702.404688241793,25368,-3835.40468824179,27036.3291316032
34,30,10,18,18,16124.7830053147,753.990930540578,25678,-4077.99093054058,29141.0535507202
34,30,10,24,12,15346.160780649,707.03669828002,25082,-3898.03669828002,28302.1723835468
34,30,10,24,18,16036.0242113303,748.256711786152,25705,-4057.25671178615,26633.7003741264
34,30,10,24,24,16224.7752107671,750.457932250543,26177,-3815.45793225054,29798.8081543446
34,30,4,12,12,16096.6594541359,743.112880160854,25180,-3956.11288016085,12671.2831749916
34,30,4,18,12,16090.0727318417,744.401964948048,25244,-3931.40196494805,11190.556530714
34,30,4,18,18,16804.0040774095,783.945390465444,25632,-4143.94539046544,12393.0498182774
34,30,4,24,12,16086.6029050924,744.870500803642,25093,-3954.87050080364,11527.5126094818
34,30,4,24,18,16903.5995783779,788.678435354005,25541,-4118.67843535401,13081.8698186874
34,30,4,24,24,16902.4033488548,781.924118622527,26330,-3898.92411862253,13210.5174360275
34,30,6,12,12,15638.0352013714,721.759455227899,25367,-3853.7594552279,18907.3587627411
34,30,6,18,12,15508.8256369715,715.307142973974,25176,-3900.30714297397,18936.9691607952
34,30,6,18,18,16427.5401920172,766.473572474775,25596,-4133.47357247478,18891.1487901211
34,30,6,24,12,15671.9180970865,722.31162948209,25243,-3866.31162948209,17790.6574850082
34,30,6,24,18,16363.5004204073,763.282213866145,25623,-4130.28221386614,18940.3295345306
34,30,6,24,24,16457.9659609488,764.056489188688,26209,-3850.05648918869,22355.8794505596
34,30,8,12,12,15388.6712194319,712.156050188698,25162,-3865.1560501887,24462.9808666706
