"","HourUTC","Ti","Te","Qh","set_point_low","set_point_high","air_temperature","SpotPriceEUR","GHI","act_vent","building_occupied","mean_temp_24h","elec_heating","cost_heating","building_comfort","reward","act_heat"
"21",2019-01-01 03:20:00,18.2410055940512,17.7918871742621,0,15.7742342657663,17.7742342657663,7.449,-0.00741,0,0,0,6,0,0,0,0,0
"22",2019-01-01 03:30:00,18.1434617917554,17.6989197856942,0,15.7742342657663,17.7742342657663,7.4875,-0.00741,0,0,0,6,0,0,0,0,0
"23",2019-01-01 03:40:00,18.046946632432,17.6072030735825,0,15.7742342657663,17.7742342657663,7.526,-0.00741,0,0,0,6,0,0,0,0,0
"24",2019-01-01 03:50:00,17.9515000225764,17.5167102773077,0,15.7742342657663,17.7742342657663,7.5645,-0.00741,0,0,0,6,0,0,0,0,0
"25",2019-01-01 04:00:00,17.8571494293226,17.4274186740035,0,15.7742342657663,17.7742342657663,7.603,-0.01255,0,0,0,6,0,0,0,0,0
"26",2019-01-01 04:10:00,19.2636717733196,17.3371997179437,9,18.5100341423315,20.5100341423315,7.4575,-0.01255,0,0,0,6,1.92857142857143,-0.0242035714285714,0,0.0242035714285714,1
"27",2019-01-01 04:20:00,20.3900584261657,17.3301126229496,9,18.5100341423315,20.5100341423315,7.312,-0.01255,0,0,0,6,1.92857142857143,-0.0242035714285714,0,0.0242035714285714,1
"28",2019-01-01 04:30:00,20.3041733444253,17.3848742351209,3,18.5100341423315,20.5100341423315,7.1665,-0.01255,0,0,0,6,0.166666666666667,-0.00209166666666667,0,0.00209166666666667,1
"29",2019-01-01 04:40:00,20.2443429135473,17.429469251435,3,18.5100341423315,20.5100341423315,7.021,-0.01255,0,0,0,6,0.166666666666667,-0.00209166666666667,0,0.00209166666666667,1
"30",2019-01-01 04:50:00,20.2038029095594,17.4660413250912,3,18.5100341423315,20.5100341423315,6.8755,-0.01255,0,0,0,6,0.166666666666667,-0.00209166666666667,0,0.00209166666666667,1
"31",2019-01-01 05:00:00,20.1774530989149,17.4962110087709,3,18.5100341423315,20.5100341423315,6.73,-0.01725,0,0,0,6,0.166666666666667,-0.002875,0,0.002875,1
"32",2019-01-01 05:10:00,21.1615935279918,17.5224706325652,9,20.968724158251,22.968724158251,6.695,-0.01725,0,0,0,6,1.92857142857143,-0.0332678571428571,0,0.0332678571428571,1
"33",2019-01-01 05:20:00,21.9664194839454,17.601636148042,9,20.968724158251,22.968724158251,6.66,-0.01725,0,0,0,6,1.92857142857143,-0.0332678571428571,0,0.0332678571428571,1
"34",2019-01-01 05:30:00,22.6353136065787,17.7201049171394,9,20.968724158251,22.968724158251,6.625,-0.01725,0,0,0,6,1.92857142857143,-0.0332678571428571,1,0.0332678571428571,1
"35",2019-01-01 05:40:00,22.201013547283,17.8676194003389,3,20.968724158251,22.968724158251,6.59,-0.01725,0,0,0,6,0.166666666666667,-0.002875,1,0.002875,1
"36",2019-01-01 05:50:00,22.4107618872908,17.9804806379712,6.21252733161629,20.968724158251,22.968724158251,6.555,-0.01725,0,0,0,6,0.572000600087621,-0.00986701035151146,1,0.00986701035151146,1
"37",2019-01-01 06:00:00,22.1826906712772,18.097069491256,3.6955472515221,20.968724158251,22.968724158251,6.52,-0.01507,0,0,0,6,0.224594081382557,-0.00338463280643514,1,0.00338463280643514,1
"38",2019-01-01 06:10:00,22.9033723697707,18.1929245789001,9,21.5952288503773,23.5952288503773,6.50416666666667,-0.01507,0.3755,0,0,6,1.92857142857143,-0.0290635714285714,1,0.0290635714285714,1
"39",2019-01-01 06:20:00,22.8910658517092,18.3225410745602,5.30227776727945,21.5952288503773,23.5952288503773,6.48833333333333,-0.01507,0.751,0,0,6,0.411545241303518,-0.00620198678644402,1,0.00620198678644402,1
"40",2019-01-01 06:30:00,22.930097540407,18.4426207140572,5.44995598401724,21.5952288503773,23.5952288503773,6.4725,-0.01507,1.1265,0,0,6,0.434063909213843,-0.00654134311185261,1,0.00654134311185261,1
"41",2019-01-01 06:40:00,22.9064128661753,18.5566796891821,4.98157571964384,21.5952288503773,23.5952288503773,6.45666666666667,-0.01507,1.502,0,0,6,0.366386666095872,-0.00552144705806479,1,0.00552144705806479,1
"42",2019-01-01 06:50:00,22.9560610805447,18.6616140177024,5.26579181042504,21.5952288503773,23.5952288503773,6.44083333333333,-0.01507,1.8775,0,0,6,0.406157311788338,-0.00612079068865025,1,0.00612079068865025,1
"43",2019-01-01 07:00:00,22.9169592985852,18.7621430347531,4.67001323799163,21.5952288503773,23.5952288503773,6.425,-0.00493,2.253,0,1,6,0.326828971019504,-0.00161126682712616,1,0.00161126682712616,1
