"","time","external_temperature","solar_radiation","electricity_cost","building_occupied","mean_temp_24h","Ti","Te","act_vent","set_point_heating_low","set_point_heating_high","set_point_cooling_low","set_point_cooling_high","act_heat","act_cool","Qh","Qc","elec_heating","elec_cooling","elec_total","elec_cost","building_comfort","reward","external_temperature_forecast","solar_radiation_forecast","Ti_forecast","Te_forecast","Qh_forecast","Qc_forecast","elec_total_forecast"
"13097",2019-02-15 11:20:00,7.93933333333333,325.233333333333,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13098",2019-02-15 11:25:00,8.09416666666667,322.791666666667,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13099",2019-02-15 11:30:00,8.249,320.35,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13100",2019-02-15 11:35:00,8.40383333333333,317.908333333333,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13101",2019-02-15 11:40:00,8.55866666666667,315.466666666667,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13102",2019-02-15 11:45:00,8.7135,313.025,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13103",2019-02-15 11:50:00,8.86833333333333,310.583333333333,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13104",2019-02-15 11:55:00,9.02316666666667,308.141666666667,0.04373,1,4.892375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13105",2019-02-15 12:00:00,9.178,305.7,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13106",2019-02-15 12:05:00,9.279,301.116666666667,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13107",2019-02-15 12:10:00,9.38,296.533333333333,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13108",2019-02-15 12:15:00,9.481,291.95,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13109",2019-02-15 12:20:00,9.582,287.366666666667,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13110",2019-02-15 12:25:00,9.683,282.783333333333,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111",2019-02-15 12:30:00,9.784,278.2,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13112",2019-02-15 12:35:00,9.885,273.616666666667,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13113",2019-02-15 12:40:00,9.986,269.033333333333,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13114",2019-02-15 12:45:00,10.087,264.45,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13115",2019-02-15 12:50:00,10.188,259.866666666667,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13116",2019-02-15 12:55:00,10.289,255.283333333333,0.043360001,1,5.03904166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13117",2019-02-15 13:00:00,10.39,250.7,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13118",2019-02-15 13:05:00,10.4433333333333,242.883333333333,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13119",2019-02-15 13:10:00,10.4966666666667,235.066666666667,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13120",2019-02-15 13:15:00,10.55,227.25,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13121",2019-02-15 13:20:00,10.6033333333333,219.433333333333,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13122",2019-02-15 13:25:00,10.6566666666667,211.616666666667,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13123",2019-02-15 13:30:00,10.71,203.8,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13124",2019-02-15 13:35:00,10.7633333333333,195.983333333333,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13125",2019-02-15 13:40:00,10.8166666666667,188.166666666667,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13126",2019-02-15 13:45:00,10.87,180.35,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13127",2019-02-15 13:50:00,10.9233333333333,172.533333333333,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13128",2019-02-15 13:55:00,10.9766666666667,164.716666666667,0.043560001,1,5.254375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13129",2019-02-15 14:00:00,11.03,156.9,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13130",2019-02-15 14:05:00,10.9916666666667,148.955833333333,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13131",2019-02-15 14:10:00,10.9533333333333,141.011666666667,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13132",2019-02-15 14:15:00,10.915,133.0675,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13133",2019-02-15 14:20:00,10.8766666666667,125.123333333333,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13134",2019-02-15 14:25:00,10.8383333333333,117.179166666667,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13135",2019-02-15 14:30:00,10.8,109.235,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13136",2019-02-15 14:35:00,10.7616666666667,101.290833333333,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13137",2019-02-15 14:40:00,10.7233333333333,93.3466666666667,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13138",2019-02-15 14:45:00,10.685,85.4025,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13139",2019-02-15 14:50:00,10.6466666666667,77.4583333333333,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13140",2019-02-15 14:55:00,10.6083333333333,69.5141666666667,0.04441,1,5.49429166666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13141",2019-02-15 15:00:00,10.57,61.57,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13142",2019-02-15 15:05:00,10.4330833333333,56.4929833333333,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13143",2019-02-15 15:10:00,10.2961666666667,51.4159666666667,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13144",2019-02-15 15:15:00,10.15925,46.33895,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13145",2019-02-15 15:20:00,10.0223333333333,41.2619333333333,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13146",2019-02-15 15:25:00,9.88541666666667,36.1849166666667,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13147",2019-02-15 15:30:00,9.7485,31.1079,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13148",2019-02-15 15:35:00,9.61158333333333,26.0308833333333,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13149",2019-02-15 15:40:00,9.47466666666667,20.9538666666667,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13150",2019-02-15 15:45:00,9.33775,15.87685,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13151",2019-02-15 15:50:00,9.20083333333333,10.7998333333333,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13152",2019-02-15 15:55:00,9.06391666666667,5.72281666666667,0.047029999,1,5.70958333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13153",2019-02-15 16:00:00,8.927,0.6458,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13154",2019-02-15 16:05:00,8.81308333333333,0.591983333333333,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13155",2019-02-15 16:10:00,8.69916666666667,0.538166666666667,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13156",2019-02-15 16:15:00,8.58525,0.48435,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13157",2019-02-15 16:20:00,8.47133333333333,0.430533333333333,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13158",2019-02-15 16:25:00,8.35741666666667,0.376716666666667,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13159",2019-02-15 16:30:00,8.2435,0.3229,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13160",2019-02-15 16:35:00,8.12958333333333,0.269083333333333,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13161",2019-02-15 16:40:00,8.01566666666667,0.215266666666667,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13162",2019-02-15 16:45:00,7.90175,0.16145,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13163",2019-02-15 16:50:00,7.78783333333333,0.107633333333333,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13164",2019-02-15 16:55:00,7.67391666666667,0.0538166666666667,0.053610001,1,5.852375,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13165",2019-02-15 17:00:00,7.56,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13166",2019-02-15 17:05:00,7.48025,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13167",2019-02-15 17:10:00,7.4005,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13168",2019-02-15 17:15:00,7.32075,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13169",2019-02-15 17:20:00,7.241,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13170",2019-02-15 17:25:00,7.16125,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13171",2019-02-15 17:30:00,7.0815,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13172",2019-02-15 17:35:00,7.00175,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13173",2019-02-15 17:40:00,6.922,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13174",2019-02-15 17:45:00,6.84225,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13175",2019-02-15 17:50:00,6.7625,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13176",2019-02-15 17:55:00,6.68275,0,0.056540001,1,5.93633333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13177",2019-02-15 18:00:00,6.603,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13178",2019-02-15 18:05:00,6.55191666666667,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13179",2019-02-15 18:10:00,6.50083333333333,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13180",2019-02-15 18:15:00,6.44975,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13181",2019-02-15 18:20:00,6.39866666666667,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13182",2019-02-15 18:25:00,6.34758333333333,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13183",2019-02-15 18:30:00,6.2965,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13184",2019-02-15 18:35:00,6.24541666666667,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13185",2019-02-15 18:40:00,6.19433333333333,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13186",2019-02-15 18:45:00,6.14325,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13187",2019-02-15 18:50:00,6.09216666666667,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13188",2019-02-15 18:55:00,6.04108333333333,0,0.045009998,1,5.983625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13189",2019-02-15 19:00:00,5.99,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13190",2019-02-15 19:05:00,5.94266666666667,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13191",2019-02-15 19:10:00,5.89533333333333,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13192",2019-02-15 19:15:00,5.848,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13193",2019-02-15 19:20:00,5.80066666666667,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13194",2019-02-15 19:25:00,5.75333333333333,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13195",2019-02-15 19:30:00,5.706,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13196",2019-02-15 19:35:00,5.65866666666667,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13197",2019-02-15 19:40:00,5.61133333333333,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13198",2019-02-15 19:45:00,5.564,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13199",2019-02-15 19:50:00,5.51666666666667,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13200",2019-02-15 19:55:00,5.46933333333333,0,0.044349998,0,5.999875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13201",2019-02-15 20:00:00,5.422,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13202",2019-02-15 20:05:00,5.436,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13203",2019-02-15 20:10:00,5.45,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13204",2019-02-15 20:15:00,5.464,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13205",2019-02-15 20:20:00,5.478,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13206",2019-02-15 20:25:00,5.492,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13207",2019-02-15 20:30:00,5.506,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13208",2019-02-15 20:35:00,5.52,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13209",2019-02-15 20:40:00,5.534,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13210",2019-02-15 20:45:00,5.548,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13211",2019-02-15 20:50:00,5.562,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13212",2019-02-15 20:55:00,5.576,0,0.043369999,0,5.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13213",2019-02-15 21:00:00,5.59,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13214",2019-02-15 21:05:00,5.56316666666667,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13215",2019-02-15 21:10:00,5.53633333333333,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13216",2019-02-15 21:15:00,5.5095,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13217",2019-02-15 21:20:00,5.48266666666667,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13218",2019-02-15 21:25:00,5.45583333333333,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13219",2019-02-15 21:30:00,5.429,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13220",2019-02-15 21:35:00,5.40216666666667,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13221",2019-02-15 21:40:00,5.37533333333333,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13222",2019-02-15 21:45:00,5.3485,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13223",2019-02-15 21:50:00,5.32166666666667,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13224",2019-02-15 21:55:00,5.29483333333333,0,0.043369999,0,6.00929166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13225",2019-02-15 22:00:00,5.268,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13226",2019-02-15 22:05:00,5.26675,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13227",2019-02-15 22:10:00,5.2655,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13228",2019-02-15 22:15:00,5.26425,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13229",2019-02-15 22:20:00,5.263,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13230",2019-02-15 22:25:00,5.26175,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13231",2019-02-15 22:30:00,5.2605,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13232",2019-02-15 22:35:00,5.25925,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13233",2019-02-15 22:40:00,5.258,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13234",2019-02-15 22:45:00,5.25675,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13235",2019-02-15 22:50:00,5.2555,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13236",2019-02-15 22:55:00,5.25425,0,0.039919998,0,6.00795833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13237",2019-02-15 23:00:00,5.253,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13238",2019-02-15 23:05:00,5.26216666666667,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13239",2019-02-15 23:10:00,5.27133333333333,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13240",2019-02-15 23:15:00,5.2805,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13241",2019-02-15 23:20:00,5.28966666666667,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13242",2019-02-15 23:25:00,5.29883333333333,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13243",2019-02-15 23:30:00,5.308,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13244",2019-02-15 23:35:00,5.31716666666667,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13245",2019-02-15 23:40:00,5.32633333333333,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13246",2019-02-15 23:45:00,5.3355,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13247",2019-02-15 23:50:00,5.34466666666667,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13248",2019-02-15 23:55:00,5.35383333333333,0,0.035419998,0,6.00608333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13249",2019-02-16,5.363,0,0.035189999,0,6.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13250",2019-02-16 00:05:00,5.363,0,0.035189999,0,6.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
