"population_size","iteration_number","run_number","optimization_horizon","optimization_frequency","elec_heating","cost_heating","building_comfort","reward","process_time"
23,10,8,18,6,3913.54665830002,227.788896028864,2339,-281.788896028864,52439.019418478
23,10,8,24,12,3943.15572608543,229.324845774064,2312,-318.324845774064,22784.1451191902
23,10,8,24,18,3910.3759096697,226.859218287403,2330,-285.859218287403,17008.0181672573
23,10,8,24,24,3884.33223346682,225.94094178312,2307,-348.94094178312,12975.2765834332
23,10,8,24,6,3925.28687673357,227.457280881272,2338,-309.457280881272,51356.0223069191
23,13,1,12,12,4172.88372472373,242.328742953205,1994,-547.328742953205,3282.19326901436
23,13,1,12,6,4125.11878328522,238.424848966644,1980,-570.424848966644,6536.57830810547
23,13,1,15,12,4155.20187611533,240.749993513529,1982,-581.749993513529,3270.0698633194
23,13,1,15,6,4175.41764566723,241.839889797338,2007,-568.839889797338,6463.10453081131
23,13,1,18,12,4175.99912415443,241.896644272296,1953,-595.896644272296,3293.47930121422
23,13,1,18,18,4203.22920465218,244.793667845555,1903,-604.793667845555,2204.44779419899
23,13,1,18,6,4134.92458570897,239.758030126545,1998,-524.758030126545,6439.88841295242
23,13,1,24,12,4162.62830900023,241.229081149469,1939,-556.229081149469,3260.30895829201
23,13,1,24,18,4169.89854724013,240.953587986414,2041,-506.953587986414,2335.8712220192
23,13,1,24,24,4156.36835845452,240.560531398321,1927,-611.560531398321,1736.23260736465
23,13,1,24,6,4183.72791183616,241.591379144905,1968,-566.591379144905,6480.70470190048
23,13,10,12,12,3893.40041688137,226.068282106785,2359,-274.068282106785,29486.8117411137
23,13,10,12,6,3949.58304560249,228.544498168031,2349,-301.544498168031,70365.6852214336
23,13,10,15,12,3934.8032215811,228.848059027493,2372,-298.848059027493,34025.0126481056
23,13,10,15,6,3905.69271245921,226.235105496548,2343,-286.235105496548,72797.1453626156
23,13,10,18,12,3927.37878531065,227.526231590452,2404,-281.526231590452,37707.1860020161
23,13,10,18,18,3915.85124656215,226.58801166861,2383,-295.58801166861,25813.0038921833
23,13,10,18,6,3938.67629772648,228.769850765419,2324,-300.769850765419,67551.2819068432
23,13,10,24,12,3908.00636943499,227.166186860255,2415,-283.166186860255,38105.5328271389
23,13,10,24,18,3925.77000348313,227.479626949955,2391,-304.479626949955,25477.2853834629
23,13,10,24,24,3940.06258744079,227.506832547347,2371,-307.506832547347,19021.1164526939
23,13,10,24,6,3893.30304841259,227.287610884817,2385,-259.287610884817,73693.142478466
23,13,3,12,12,3961.41498440759,230.200163412509,2393,-296.200163412509,22813.3151316643
23,13,3,12,6,3963.5520679905,230.625644216828,2354,-304.625644216828,41579.026920557
23,13,3,15,12,3983.78283143188,231.816953340932,2308,-345.816953340932,24518.6221287251
23,13,3,15,6,3959.69454034612,228.464867234798,2346,-311.464867234798,47353.7719311714
23,13,3,18,12,3942.85242114636,229.744818998213,2319,-321.744818998213,23151.8655741215
23,13,3,18,18,3932.41588421121,227.421255818664,2343,-284.421255818664,16321.528383255
23,13,3,18,6,3937.00144150586,228.528382926777,2349,-310.528382926777,42751.3000383377
23,13,3,24,12,3995.83542827185,233.128927260092,2311,-332.128927260092,24714.4582431316
23,13,3,24,18,3931.87073366953,229.205909283771,2324,-315.205909283771,14308.1247701645
23,13,3,24,24,3914.44232163564,228.294320459863,2320,-318.294320459863,10773.1182336807
23,13,3,24,6,4000.15544970092,232.290390129898,2304,-299.290390129898,49035.2436277866
23,13,5,12,12,3921.74224799533,228.040659851231,2421,-268.040659851231,31260.7951183319
23,13,5,12,6,3873.62852510448,225.188356352207,2367,-290.188356352207,58946.9272022247
23,13,5,15,12,3943.05565839002,229.7501500118,2326,-310.7501500118,31307.2545592785
23,13,5,15,6,3925.49687896483,228.172485453976,2349,-301.172485453976,61086.1368079185
23,13,5,18,12,3872.0642524727,225.465051928313,2383,-264.465051928313,35026.0720214844
23,13,5,18,18,3865.6784879986,225.18231626247,2334,-314.18231626247,22816.7322416306
23,13,5,18,6,3895.38255457133,225.706932117855,2346,-299.706932117855,63802.4759566784
23,13,5,24,12,3879.05122030416,226.162318963333,2359,-270.162318963333,33177.2581188679
23,13,5,24,18,3895.02395201661,226.720566255753,2343,-290.720566255753,22123.8321499825
23,13,5,24,24,3946.48248159977,227.55517335023,2374,-298.55517335023,16466.5311915874
23,13,5,24,6,3943.73871459146,230.538918798317,2376,-282.538918798317,63248.674115181
23,13,8,12,12,3882.49850191397,226.616783851922,2413,-284.616783851922,32363.6974992752
23,13,8,12,6,3877.45163770442,224.510364308181,2395,-267.510364308181,64749.1778335571
23,13,8,15,12,3899.14105161666,227.973561547575,2383,-275.973561547575,34776.0521225929
23,13,8,15,6,3951.05519126824,228.462506064971,2362,-281.462506064971,64612.4019227028
23,13,8,18,12,3848.51978205549,223.502480365977,2399,-260.502480365977,34873.4015119076
23,13,8,18,18,3875.36712795376,225.079275267894,2350,-295.079275267894,22873.4451537132
23,13,8,18,6,3863.72969138097,223.21833497989,2390,-285.21833497989,66460.415374279
23,13,8,24,12,3896.84007811796,227.131866954999,2397,-273.131866954998,31784.0837218761
23,13,8,24,18,3903.6447765128,227.375044117102,2326,-301.375044117102,23697.2261092663
23,13,8,24,24,3916.02716328893,227.888199938564,2382,-288.888199938564,17023.8903336525
