"","population_size","iteration_number","run_number","optimization_horizon","optimization_frequency","elec_heating","cost_heating","building_comfort","reward","process_time"
"1",5,20,10,24,24,4052.23475051848,234.126202280036,1895,-615.126202280036,3835.93676805496
