population_size,iteration_number,run_number,pcrossover,pmutation,control_optimization_horizon,control_implementation_horizon,control_optimization_anticipation,control_type,optimization_aim,flexibility_event_length_max,flexibility_recover_timespan,thermal_stabilization_timespan,minimum_flexibility,flexibility_splits,Alpha_Service_Min,month_subset
70,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
65,30,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
60,25,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
50,50,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
15,45,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
20,25,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
90,45,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
40,30,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
90,40,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,30,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
90,20,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
25,10,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
65,25,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
25,20,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
50,15,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
100,50,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
30,50,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
40,25,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
55,15,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
25,5,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
15,50,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
15,50,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
90,40,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
50,20,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
50,40,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,25,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
90,40,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
95,5,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
25,25,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
35,20,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
30,15,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
10,20,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,30,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
85,50,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
50,35,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
10,20,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
15,20,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
65,35,3,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
55,30,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
35,50,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
80,40,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,45,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
100,50,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
90,5,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
10,45,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
40,10,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
90,15,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
50,15,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
80,10,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
95,20,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
80,35,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
55,15,11,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
90,45,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
95,15,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
80,25,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
100,40,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
75,30,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
95,45,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
65,15,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
35,40,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
80,25,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
80,10,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
80,10,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
50,5,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
15,10,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
50,5,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
30,30,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
85,50,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
40,40,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
55,10,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
15,35,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
60,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
80,5,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
60,5,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
70,25,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
40,20,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
60,25,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
100,25,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
100,50,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
10,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,25,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
35,35,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
25,40,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
40,35,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
90,30,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
20,35,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
40,10,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
45,25,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
55,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
10,20,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
25,45,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
65,35,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
15,50,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
70,50,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
45,15,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
10,10,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,30,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
95,10,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
65,20,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
25,50,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
20,5,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
60,20,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
30,30,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
60,15,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
55,20,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
40,5,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
35,35,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
70,10,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
60,15,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
85,5,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
55,15,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
55,25,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
15,20,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,45,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
90,10,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
20,15,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
60,50,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
45,50,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
15,35,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
85,30,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
70,20,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
20,20,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
75,10,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
70,15,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
35,5,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
75,30,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
15,25,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
10,25,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
100,10,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
15,50,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
100,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
95,40,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
20,35,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
15,45,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,15,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
20,35,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
40,10,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
25,20,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
20,35,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
55,25,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
55,20,9,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
60,10,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
25,5,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
80,15,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,30,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
85,20,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
10,25,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
10,25,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
20,45,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
25,5,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
15,50,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
45,25,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
75,40,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,35,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
35,10,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
30,25,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
35,30,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
30,40,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
85,25,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,25,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
20,5,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
50,45,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
70,35,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
75,10,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
40,30,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
35,20,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
90,30,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
15,20,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
65,50,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
45,5,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
95,25,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
80,15,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,45,9,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
45,25,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
45,30,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
30,25,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
10,15,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,45,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
70,20,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
80,40,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,25,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
45,30,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
85,40,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
10,50,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
15,5,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
100,40,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
100,50,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
100,25,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
75,25,9,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
20,40,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
80,50,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
95,50,3,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
15,10,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,15,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
100,40,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
30,25,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
45,45,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,45,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
65,35,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
100,15,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
10,5,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
70,50,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
10,20,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
70,5,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
35,45,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
95,5,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
15,10,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,35,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
100,50,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
45,50,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
50,10,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,20,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
30,35,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
100,10,3,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
90,5,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
50,30,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
15,45,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
10,10,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,30,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
75,20,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
90,25,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
40,10,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,5,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
20,40,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
20,25,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
80,10,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
25,15,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
85,50,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
100,20,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
95,45,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
45,30,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,30,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
30,25,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
15,30,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
45,50,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
65,15,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
40,25,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,9,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
15,20,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
95,45,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
30,50,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
60,10,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
55,30,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
60,40,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,10,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
40,40,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
35,30,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
60,30,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
20,15,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
40,5,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
55,40,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
10,5,11,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
70,45,3,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
35,25,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
75,15,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
90,20,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
35,15,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
85,5,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
15,15,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
65,10,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
10,10,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
40,15,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
90,10,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
45,30,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
80,50,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
20,10,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
100,45,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
40,20,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
40,20,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
85,45,5,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
10,20,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
80,20,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
70,30,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
60,10,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
45,45,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,10,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
60,15,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
10,30,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
30,10,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
100,35,9,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
20,5,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
80,25,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
15,20,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
70,30,9,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
100,25,11,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
80,40,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
85,20,11,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
50,40,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
85,50,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
25,35,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
85,10,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,15,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
20,25,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
85,20,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
45,10,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
40,45,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
30,45,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
30,50,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
100,20,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
100,25,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
25,25,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
60,25,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
65,30,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
50,35,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
80,40,9,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,5,7,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
75,10,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
55,25,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
80,20,7,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
90,15,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
25,40,5,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
60,40,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
85,10,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
35,40,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
100,45,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
95,45,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
70,25,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
90,50,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
70,30,9,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
50,50,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
80,35,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
25,5,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
10,35,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
30,5,11,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
65,45,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
55,45,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
75,35,7,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
55,5,7,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
70,15,5,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
95,35,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
40,5,3,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
50,45,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
35,10,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
20,30,3,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
65,15,3,0,0.15,36,24,0,1,2,4,2,4,0.5,10,10,0
85,15,5,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
85,15,5,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
45,40,7,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
80,20,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
25,30,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
35,30,7,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
95,35,9,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
45,50,11,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
20,20,11,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
95,50,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
50,5,3,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
45,15,5,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
60,20,11,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
100,25,3,0,0.1,36,24,0,1,2,4,2,4,0.5,10,10,0
75,45,3,0,0.05,36,24,0,1,2,4,2,4,0.5,10,10,0
30,25,7,0,0.2,36,24,0,1,2,4,2,4,0.5,10,10,0
30,15,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
30,30,3,0,0.075,36,24,0,1,2,4,2,4,0.5,10,10,0
25,15,5,0,0.175,36,24,0,1,2,4,2,4,0.5,10,10,0
45,20,9,0,0.125,36,24,0,1,2,4,2,4,0.5,10,10,0
