"","time","external_temperature","solar_radiation","electricity_cost","building_occupied","mean_temp_24h","Ti","Te","act_vent","set_point_heating_low","set_point_heating_high","set_point_cooling_low","set_point_cooling_high","act_heat","act_cool","Qh","Qc","elec_heating","elec_cooling","elec_total","elec_cost","building_comfort","reward","external_temperature_forecast","solar_radiation_forecast","Ti_forecast","Te_forecast","Qh_forecast","Qc_forecast","elec_total_forecast","MarketUTC"
"468",2019-01-02 14:55:00,2.1145,1.30083333333333,0.052380001,1,3.96245833333333,16.2189280863299,15.1420549340853,1,7.56407236028463,8.56407236028463,31.047748236917,32.047748236917,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.1145,1.30083333333333,16.2189280863299,15.1420549340853,0,0,0,2019-01-02 14:45:00
"469",2019-01-02 15:00:00,2.122,0,0.056009998,1,3.84491666666667,15.9341759521821,15.0975748186546,1,8.74619045946747,9.74619045946747,39.7809871709906,40.7809871709906,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.122,0,15.9341759521821,15.0975748186546,0,0,0,2019-01-02 15:00:00
"470",2019-01-02 15:05:00,2.12916666666667,0,0.056009998,1,3.84491666666667,15.6755705651018,15.0466672363681,1,8.74619045946747,9.74619045946747,39.7809871709906,40.7809871709906,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.12916666666667,0,15.6755705651018,15.0466672363681,0,0,0,2019-01-02 15:00:00
"471",2019-01-02 15:10:00,2.13633333333333,0,0.056009998,1,3.84491666666667,15.4397431131299,14.9902805325559,1,8.74619045946747,9.74619045946747,39.7809871709906,40.7809871709906,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.13633333333333,0,15.4397431131299,14.9902805325559,0,0,0,2019-01-02 15:00:00
"472",2019-01-02 15:15:00,2.1435,0,0.056009998,1,3.84491666666667,15.2237699986234,14.9292368125483,1,5.43998884689063,6.43998884689063,32.2003183518536,33.2003183518536,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.1435,0,15.2237699986234,14.9292368125483,0,0,0,2019-01-02 15:15:00
"473",2019-01-02 15:20:00,2.15066666666667,0,0.056009998,1,3.84491666666667,15.0251139153332,14.8642486559017,1,5.43998884689063,6.43998884689063,32.2003183518536,33.2003183518536,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.15066666666667,0,15.0251139153332,14.8642486559017,0,0,0,2019-01-02 15:15:00
"474",2019-01-02 15:25:00,2.15783333333333,0,0.056009998,1,3.84491666666667,14.8415727243957,14.7959336183144,1,5.43998884689063,6.43998884689063,32.2003183518536,33.2003183518536,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.15783333333333,0,14.8415727243957,14.7959336183144,0,0,0,2019-01-02 15:15:00
"475",2019-01-02 15:30:00,2.165,0,0.056009998,1,3.84491666666667,14.6712350969844,14.7248268140529,1,10.2781196243595,11.2781196243595,27.9461741452105,28.9461741452105,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.165,0,14.6712350969844,14.7248268140529,0,0,0,2019-01-02 15:30:00
"476",2019-01-02 15:35:00,2.17216666666667,0,0.056009998,1,3.84491666666667,14.5124420279983,14.6513918329481,1,10.2781196243595,11.2781196243595,27.9461741452105,28.9461741452105,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.17216666666667,0,14.5124420279983,14.6513918329481,0,0,0,2019-01-02 15:30:00
"477",2019-01-02 15:40:00,2.17933333333333,0,0.056009998,1,3.84491666666667,14.3637534437057,14.5760302123961,1,10.2781196243595,11.2781196243595,27.9461741452105,28.9461741452105,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.17933333333333,0,14.3637534437057,14.5760302123961,0,0,0,2019-01-02 15:30:00
"478",2019-01-02 15:45:00,2.1865,0,0.056009998,1,3.84491666666667,14.2239192291135,14.4990896556218,1,9.21859473315999,10.21859473316,44.656354769133,45.656354769133,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.1865,0,14.2239192291135,14.4990896556218,0,0,0,2019-01-02 15:45:00
"479",2019-01-02 15:50:00,2.19366666666667,0,0.056009998,1,3.84491666666667,14.0918540900768,14.4208711621476,1,9.21859473315999,10.21859473316,44.656354769133,45.656354769133,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.19366666666667,0,14.0918540900768,14.4208711621476,0,0,0,2019-01-02 15:45:00
"480",2019-01-02 15:55:00,2.20083333333333,0,0.056009998,1,3.84491666666667,13.9666157425856,14.3416352144465,1,9.21859473315999,10.21859473316,44.656354769133,45.656354769133,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.20083333333333,0,13.9666157425856,14.3416352144465,0,0,0,2019-01-02 15:45:00
"481",2019-01-02 16:00:00,2.208,0,0.056950001,1,3.69775,14.5973859888517,14.2616071457026,1,23.626095904503,24.626095904503,29.2513790032826,30.2513790032826,1,0,9,0,0.641428952882661,0,0.641428952882661,0.0365293795080965,0,-0.86986271284143,2.208,0,14.5973859888517,14.2616071457026,9,0,0.641428952882661,2019-01-02 16:00:00
"482",2019-01-02 16:05:00,2.20341666666667,0,0.056950001,1,3.69775,15.1537965969404,14.2019014193781,1,23.626095904503,24.626095904503,29.2513790032826,30.2513790032826,1,0,9,0,0.641446006770596,0,0.641446006770596,0.0365303507270314,0,-0.869863684060365,2.20341666666667,0,15.1537965969404,14.2019014193781,9,0,0.641446006770596,2019-01-02 16:00:00
"483",2019-01-02 16:10:00,2.19883333333333,0,0.056950001,1,3.69775,15.6456180513933,14.159752125541,1,23.626095904503,24.626095904503,29.2513790032826,30.2513790032826,1,0,9,0,0.641463064771835,0,0.641463064771835,0.0365313221802191,0,-0.869864655513552,2.19883333333333,0,15.6456180513933,14.159752125541,9,0,0.641463064771835,2019-01-02 16:00:00
"484",2019-01-02 16:15:00,2.19425,0,0.056950001,1,3.69775,16.0813281573118,14.1327600058621,1,19.5970376471523,20.5970376471523,34.0771203981712,35.0771203981712,1,0,9,0,0.641480126887867,0,0.641480126887867,0.0365322938677441,0,-0.869865627201077,2.19425,0,16.0813281573118,14.1327600058621,9,0,0.641480126887867,2019-01-02 16:15:00
"485",2019-01-02 16:20:00,2.18966666666667,0,0.056950001,1,3.69775,16.4682831335965,14.1188439200357,1,19.5970376471523,20.5970376471523,34.0771203981712,35.0771203981712,1,0,9,0,0.64149719312018,0,0.64149719312018,0.0365332657896914,0,-0.869866599123025,2.18966666666667,0,16.4682831335965,14.1188439200357,9,0,0.64149719312018,2019-01-02 16:15:00
"486",2019-01-02 16:25:00,2.18508333333333,0,0.056950001,1,3.69775,16.8128660605688,14.1161987360633,1,19.5970376471523,20.5970376471523,34.0771203981712,35.0771203981712,1,0,9,0,0.641514263470265,0,0.641514263470265,0.0365342379461459,0,-0.869867571279479,2.18508333333333,0,16.8128660605688,14.1161987360633,9,0,0.641514263470265,2019-01-02 16:15:00
"487",2019-01-02 16:30:00,2.1805,0,0.056950001,1,3.69775,16.3706156793163,14.1232587941454,1,11.6765839084983,12.6765839084983,45.3175562904216,46.3175562904216,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.1805,0,16.3706156793163,14.1232587941454,0,0,0,2019-01-02 16:30:00
"488",2019-01-02 16:35:00,2.17591666666667,0,0.056950001,1,3.69775,15.9758418875127,14.117679248604,1,11.6765839084983,12.6765839084983,45.3175562904216,46.3175562904216,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.17591666666667,0,15.9758418875127,14.117679248604,0,0,0,2019-01-02 16:30:00
"489",2019-01-02 16:40:00,2.17133333333333,0,0.056950001,1,3.69775,15.6223376818364,14.1012147410445,1,11.6765839084983,12.6765839084983,45.3175562904216,46.3175562904216,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.17133333333333,0,15.6223376818364,14.1012147410445,0,0,0,2019-01-02 16:30:00
"490",2019-01-02 16:45:00,2.16675,0,0.056950001,1,3.69775,15.3047170424871,14.0753870701646,1,12.7898654295132,13.7898654295132,27.0179939344525,28.0179939344525,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.16675,0,15.3047170424871,14.0753870701646,0,0,0,2019-01-02 16:45:00
"491",2019-01-02 16:50:00,2.16216666666667,0,0.056950001,1,3.69775,15.0183062731996,14.0415160149182,1,12.7898654295132,13.7898654295132,27.0179939344525,28.0179939344525,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.16216666666667,0,15.0183062731996,14.0415160149182,0,0,0,2019-01-02 16:45:00
"492",2019-01-02 16:55:00,2.15758333333333,0,0.056950001,1,3.69775,14.7590497233016,14.0007460779387,1,12.7898654295132,13.7898654295132,27.0179939344525,28.0179939344525,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.15758333333333,0,14.7590497233016,14.0007460779387,0,0,0,2019-01-02 16:45:00
"493",2019-01-02 17:00:00,2.153,0,0.055389999,1,3.52870833333333,15.2734279882274,13.9540696892109,1,21.8386059463955,22.8386059463955,47.8314916281961,48.8314916281961,1,0,9,0,0.641633871343757,0,0.641633871343757,0.0355400994920968,0,-0.86887343282543,2.153,0,15.2734279882274,13.9540696892109,9,0,0.641633871343757,2019-01-02 17:00:00
"494",2019-01-02 17:05:00,2.13716666666667,0,0.055389999,1,3.52870833333333,15.7287357870633,13.9232698261621,1,21.8386059463955,22.8386059463955,47.8314916281961,48.8314916281961,1,0,9,0,0.641692973147906,0,0.641692973147906,0.0355433731409696,0,-0.868876706474303,2.13716666666667,0,15.7287357870633,13.9232698261621,9,0,0.641692973147906,2019-01-02 17:00:00
"495",2019-01-02 17:10:00,2.12133333333333,0,0.055389999,1,3.52870833333333,16.1327098493299,13.9061582929421,1,21.8386059463955,22.8386059463955,47.8314916281961,48.8314916281961,1,0,9,0,0.641752124297335,0,0.641752124297335,0.0355466495230772,0,-0.868879982856411,2.12133333333333,0,16.1327098493299,13.9061582929421,9,0,0.641752124297335,2019-01-02 17:00:00
"496",2019-01-02 17:15:00,2.1055,0,0.055389999,1,3.52870833333333,16.492063484241,13.9008371588834,1,24.9539094313513,25.9539094313513,34.6863534981385,35.6863534981385,1,0,9,0,0.641811324853867,0,0.641811324853867,0.0355499286418444,0,-0.868883261975178,2.1055,0,16.492063484241,13.9008371588834,9,0,0.641811324853867,2019-01-02 17:15:00
"497",2019-01-02 17:20:00,2.08966666666667,0,0.055389999,1,3.52870833333333,16.8126220346583,13.9056603347333,1,24.9539094313513,25.9539094313513,34.6863534981385,35.6863534981385,1,0,9,0,0.641870574879431,0,0.641870574879431,0.0355532105007011,0,-0.868886543834034,2.08966666666667,0,16.8126220346583,13.9056603347333,9,0,0.641870574879431,2019-01-02 17:15:00
"498",2019-01-02 17:25:00,2.07383333333333,0,0.055389999,1,3.52870833333333,17.0994404025961,13.919200234633,1,24.9539094313513,25.9539094313513,34.6863534981385,35.6863534981385,1,0,9,0,0.641929874436059,0,0.641929874436059,0.0355564951030835,0,-0.868889828436417,2.07383333333333,0,17.0994404025961,13.919200234633,9,0,0.641929874436059,2019-01-02 17:15:00
"499",2019-01-02 17:30:00,2.058,0,0.055389999,1,3.52870833333333,16.6069050192578,13.9402188507023,1,7.73599364329129,8.73599364329129,45.8678098353557,46.8678098353557,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.058,0,16.6069050192578,13.9402188507023,0,0,0,2019-01-02 17:30:00
"500",2019-01-02 17:35:00,2.04216666666667,0,0.055389999,1,3.52870833333333,16.1683260626395,13.9466556983177,1,7.73599364329129,8.73599364329129,45.8678098353557,46.8678098353557,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.04216666666667,0,16.1683260626395,13.9466556983177,0,0,0,2019-01-02 17:30:00
"501",2019-01-02 17:40:00,2.02633333333333,0,0.055389999,1,3.52870833333333,15.7766292028052,13.9405122186243,1,7.73599364329129,8.73599364329129,45.8678098353557,46.8678098353557,0,0,0,0,0,0,0,0,0,-0.833333333333333,2.02633333333333,0,15.7766292028052,13.9405122186243,0,0,0,2019-01-02 17:30:00
"502",2019-01-02 17:45:00,2.0105,0,0.055389999,1,3.52870833333333,16.1756759625274,13.9235244193709,1,18.4095708488021,19.4095708488021,20.2924508932047,21.2924508932047,1,0,9,0,0.64216756921748,0,0.64216756921748,0.0355696610167886,0,-0.868902994350122,2.0105,0,16.1756759625274,13.9235244193709,9,0,0.64216756921748,2019-01-02 17:45:00
"503",2019-01-02 17:50:00,1.99466666666667,0,0.055389999,1,3.52870833333333,16.5306361087278,13.9181849690111,1,18.4095708488021,19.4095708488021,20.2924508932047,21.2924508932047,1,0,9,0,0.642227117363542,0,0.642227117363542,0.0355729593885395,0,-0.868906292721873,1.99466666666667,0,16.5306361087278,13.9181849690111,9,0,0.642227117363542,2019-01-02 17:45:00
"504",2019-01-02 17:55:00,1.97883333333333,0,0.055389999,1,3.52870833333333,16.8472652005449,13.9228675047795,1,18.4095708488021,19.4095708488021,20.2924508932047,21.2924508932047,1,0,9,0,0.642286715415044,0,0.642286715415044,0.0355762605245526,0,-0.868909593857886,1.97883333333333,0,16.8472652005449,13.9228675047795,9,0,0.642286715415044,2019-01-02 17:45:00
"505",2019-01-02 18:00:00,1.963,0,0.054900002,1,3.33954166666667,16.5658269690435,13.9361615495289,0,14.175111616496,15.175111616496,41.6391309611499,42.6391309611499,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.963,0,16.5658269690435,13.9361615495289,0,0,0,2019-01-02 18:00:00
"506",2019-01-02 18:05:00,1.94233333333333,0,0.054900002,1,3.33954166666667,16.3119409422002,13.9410135976446,0,14.175111616496,15.175111616496,41.6391309611499,42.6391309611499,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.94233333333333,0,16.3119409422002,13.9410135976446,0,0,0,2019-01-02 18:00:00
"507",2019-01-02 18:10:00,1.92166666666667,0,0.054900002,1,3.33954166666667,16.0822451195761,13.938479239267,0,14.175111616496,15.175111616496,41.6391309611499,42.6391309611499,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.92166666666667,0,16.0822451195761,13.938479239267,0,0,0,2019-01-02 18:00:00
"508",2019-01-02 18:15:00,1.901,0,0.054900002,1,3.33954166666667,16.6237901083456,13.9294843995653,0,24.543307489017,25.543307489017,38.9843194819987,39.9843194819987,1,0,9,0,0.642580414640955,0,0.642580414640955,0.0352776660489493,0,-0.868610999382283,1.901,0,16.6237901083456,13.9294843995653,9,0,0.642580414640955,2019-01-02 18:15:00
"509",2019-01-02 18:20:00,1.88033333333333,0,0.054900002,1,3.33954166666667,17.1138202289931,13.9358282138739,0,24.543307489017,25.543307489017,38.9843194819987,39.9843194819987,1,0,9,0,0.642658602841588,0,0.642658602841588,0.0352819585813204,0,-0.868615291914654,1.88033333333333,0,17.1138202289931,13.9358282138739,9,0,0.642658602841588,2019-01-02 18:15:00
"510",2019-01-02 18:25:00,1.85966666666667,0,0.054900002,1,3.33954166666667,17.5585800877994,13.9555520451242,0,24.543307489017,25.543307489017,38.9843194819987,39.9843194819987,1,0,9,0,0.642736876842911,0,0.642736876842911,0.0352862558241496,0,-0.868619589157483,1.85966666666667,0,17.5585800877994,13.9555520451242,9,0,0.642736876842911,2019-01-02 18:15:00
"511",2019-01-02 18:30:00,1.839,0,0.054900002,1,3.33954166666667,17.2135480984656,13.9869380287437,0,6.70426186965778,7.70426186965778,26.9485350446776,27.9485350446776,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.839,0,17.2135480984656,13.9869380287437,0,0,0,2019-01-02 18:30:00
"512",2019-01-02 18:35:00,1.81833333333333,0,0.054900002,1,3.33954166666667,16.9036987791404,14.0074925574882,0,6.70426186965778,7.70426186965778,26.9485350446776,27.9485350446776,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.81833333333333,0,16.9036987791404,14.0074925574882,0,0,0,2019-01-02 18:30:00
"513",2019-01-02 18:40:00,1.79766666666667,0,0.054900002,1,3.33954166666667,16.6247342548096,14.0185652983504,0,6.70426186965778,7.70426186965778,26.9485350446776,27.9485350446776,0,0,0,0,0,0,0,0,0,-0.833333333333333,1.79766666666667,0,16.6247342548096,14.0185652983504,0,0,0,2019-01-02 18:30:00
"514",2019-01-02 18:45:00,1.777,0,0.054900002,1,3.33954166666667,17.1228841367142,14.021340150838,0,19.9118743718136,20.9118743718136,36.3118208041415,37.3118208041415,1,0,9,0,0.643050833685954,0,0.643050833685954,0.0353034920554605,0,-0.868636825388794,1.777,0,17.1228841367142,14.021340150838,9,0,0.643050833685954,2019-01-02 18:45:00
"515",2019-01-02 18:50:00,1.75633333333333,0,0.054900002,1,3.33954166666667,17.5746725262654,14.0378425538494,0,19.9118743718136,20.9118743718136,36.3118208041415,37.3118208041415,1,0,9,0,0.643129538816588,0,0.643129538816588,0.0353078129672898,0,-0.868641146300623,1.75633333333333,0,17.5746725262654,14.0378425538494,9,0,0.643129538816588,2019-01-02 18:45:00
"516",2019-01-02 18:55:00,1.73566666666667,0,0.054900002,1,3.33954166666667,17.9857122167962,14.0663123908312,0,19.9118743718136,20.9118743718136,36.3118208041415,37.3118208041415,1,0,9,0,0.643208330600441,0,0.643208330600441,0.0353121386363809,0,-0.868645471969714,1.73566666666667,0,17.9857122167962,14.0663123908312,9,0,0.643208330600441,2019-01-02 18:45:00
"517",2019-01-02 19:00:00,1.715,0,0.053860001,0,3.159625,17.6109273630076,14.1052059451697,0,12.3353106121067,13.3353106121067,36.8916659946553,37.8916659946553,0,0,0,0,0,0,0,0,0,0,1.715,0,17.6109273630076,14.1052059451697,0,0,0,2019-01-02 19:00:00
"518",2019-01-02 19:05:00,1.67791666666667,0,0.053860001,0,3.159625,17.2747954985802,14.1320882981137,0,12.3353106121067,13.3353106121067,36.8916659946553,37.8916659946553,0,0,0,0,0,0,0,0,0,0,1.67791666666667,0,17.2747954985802,14.1320882981137,0,0,0,2019-01-02 19:00:00
"519",2019-01-02 19:10:00,1.64083333333333,0,0.053860001,0,3.159625,16.9725844724135,14.148445998394,0,12.3353106121067,13.3353106121067,36.8916659946553,37.8916659946553,0,0,0,0,0,0,0,0,0,0,1.64083333333333,0,16.9725844724135,14.148445998394,0,0,0,2019-01-02 19:00:00
"520",2019-01-02 19:15:00,1.60375,0,0.053860001,0,3.159625,16.7001429661405,14.1555830603433,0,6.03639755398035,7.03639755398035,48.3937312457711,49.3937312457711,0,0,0,0,0,0,0,0,0,0,1.60375,0,16.7001429661405,14.1555830603433,0,0,0,2019-01-02 19:15:00
"521",2019-01-02 19:20:00,1.56666666666667,0,0.053860001,0,3.159625,16.4538291949173,14.1546433709485,0,6.03639755398035,7.03639755398035,48.3937312457711,49.3937312457711,0,0,0,0,0,0,0,0,0,0,1.56666666666667,0,16.4538291949173,14.1546433709485,0,0,0,2019-01-02 19:15:00
"522",2019-01-02 19:25:00,1.52958333333333,0,0.053860001,0,3.159625,16.2304483604646,14.1466303463494,0,6.03639755398035,7.03639755398035,48.3937312457711,49.3937312457711,0,0,0,0,0,0,0,0,0,0,1.52958333333333,0,16.2304483604646,14.1466303463494,0,0,0,2019-01-02 19:15:00
"523",2019-01-02 19:30:00,1.4925,0,0.053860001,0,3.159625,16.7771977819907,14.132424175425,0,23.9970655480865,24.9970655480865,35.7104005669244,36.7104005669244,1,0,9,0,0.644141962536062,0,0.644141962536062,0.0346934867463343,0,-0.0346934867463343,1.4925,0,16.7771977819907,14.132424175425,9,0,0.644141962536062,2019-01-02 19:30:00
"524",2019-01-02 19:35:00,1.45541666666667,0,0.053860001,0,3.159625,17.271450516974,14.1337839045261,0,23.9970655480865,24.9970655480865,35.7104005669244,36.7104005669244,1,0,9,0,0.64428541386287,0,0.64428541386287,0.0347012130349396,0,-0.0347012130349396,1.45541666666667,0,17.271450516974,14.1337839045261,9,0,0.64428541386287,2019-01-02 19:30:00
"525",2019-01-02 19:40:00,1.41833333333333,0,0.053860001,0,3.159625,17.7195641399999,14.1487157615296,0,23.9970655480865,24.9970655480865,35.7104005669244,36.7104005669244,1,0,9,0,0.644429151002122,0,0.644429151002122,0.0347089547174034,0,-0.0347089547174034,1.41833333333333,0,17.7195641399999,14.1487157615296,9,0,0.644429151002122,2019-01-02 19:30:00
"526",2019-01-02 19:45:00,1.38125,0,0.053860001,0,3.159625,17.3771161998977,14.1754710924751,0,15.3615874322131,16.3615874322131,37.3974964655936,38.3974964655936,0,0,0,0,0,0,0,0,0,0,1.38125,0,17.3771161998977,14.1754710924751,0,0,0,2019-01-02 19:45:00
"527",2019-01-02 19:50:00,1.34416666666667,0,0.053860001,0,3.159625,17.0691682146895,14.1915293128016,0,15.3615874322131,16.3615874322131,37.3974964655936,38.3974964655936,0,0,0,0,0,0,0,0,0,0,1.34416666666667,0,17.0691682146895,14.1915293128016,0,0,0,2019-01-02 19:45:00
"528",2019-01-02 19:55:00,1.30708333333333,0,0.053860001,0,3.159625,16.7914986634761,14.1982164561632,0,15.3615874322131,16.3615874322131,37.3974964655936,38.3974964655936,0,0,0,0,0,0,0,0,0,0,1.30708333333333,0,16.7914986634761,14.1982164561632,0,0,0,2019-01-02 19:45:00
"529",2019-01-02 20:00:00,1.27,0,0.052709999,0,2.97220833333333,17.2904041725104,14.1966957220739,0,20.0761149013415,21.0761149013415,44.9150384897366,45.9150384897366,1,0,9,0,0.64500697483549,0,0.64500697483549,0.0339983169985717,0,-0.0339983169985717,1.27,0,17.2904041725104,14.1966957220739,9,0,0.64500697483549,2019-01-02 20:00:00
"530",2019-01-02 20:05:00,1.224025,0,0.052709999,0,2.97220833333333,17.7424618378273,14.2089234672151,0,20.0761149013415,21.0761149013415,44.9150384897366,45.9150384897366,1,0,9,0,0.645187007507976,0,0.645187007507976,0.0340078065205584,0,-0.0340078065205584,1.224025,0,17.7424618378273,14.2089234672151,9,0,0.645187007507976,2019-01-02 20:00:00
"531",2019-01-02 20:10:00,1.17805,0,0.052709999,0,2.97220833333333,18.1533318989799,14.2331252600769,0,20.0761149013415,21.0761149013415,44.9150384897366,45.9150384897366,1,0,9,0,0.645367487773468,0,0.645367487773468,0.034017319635172,0,-0.034017319635172,1.17805,0,18.1533318989799,14.2331252600769,9,0,0.645367487773468,2019-01-02 20:00:00
"532",2019-01-02 20:15:00,1.132075,0,0.052709999,0,2.97220833333333,18.5279801880403,14.2677448793628,0,23.7263279710896,24.7263279710896,26.1966440132819,27.1966440132819,1,0,9,0,0.645548417303235,0,0.645548417303235,0.0340268564305051,0,-0.0340268564305051,1.132075,0,18.5279801880403,14.2677448793628,9,0,0.645548417303235,2019-01-02 20:15:00
"533",2019-01-02 20:20:00,1.0861,0,0.052709999,0,2.97220833333333,18.870763368962,14.3114175260693,0,23.7263279710896,24.7263279710896,26.1966440132819,27.1966440132819,1,0,9,0,0.64572979777688,0,0.64572979777688,0.0340364169950896,0,-0.0340364169950896,1.0861,0,18.870763368962,14.3114175260693,9,0,0.64572979777688,2019-01-02 20:15:00
"534",2019-01-02 20:25:00,1.040125,0,0.052709999,0,2.97220833333333,19.1855037134897,14.3629463238962,0,23.7263279710896,24.7263279710896,26.1966440132819,27.1966440132819,1,0,9,0,0.645911630882386,0,0.645911630882386,0.034046001417899,0,-0.034046001417899,1.040125,0,19.1855037134897,14.3629463238962,9,0,0.645911630882386,2019-01-02 20:15:00
"535",2019-01-02 20:30:00,0.99415,0,0.052709999,0,2.97220833333333,18.7255546980434,14.4212817043293,0,11.5205607488751,12.5205607488751,24.0320344227366,25.0320344227366,0,0,0,0,0,0,0,0,0,0,0.99415,0,18.7255546980434,14.4212817043293,0,0,0,2019-01-02 20:30:00
"536",2019-01-02 20:35:00,0.948175,0,0.052709999,0,2.97220833333333,18.3140267938704,14.4645163644276,0,11.5205607488751,12.5205607488751,24.0320344227366,25.0320344227366,0,0,0,0,0,0,0,0,0,0,0.948175,0,18.3140267938704,14.4645163644276,0,0,0,2019-01-02 20:30:00
"537",2019-01-02 20:40:00,0.9022,0,0.052709999,0,2.97220833333333,17.9449869439214,14.4945143483384,0,11.5205607488751,12.5205607488751,24.0320344227366,25.0320344227366,0,0,0,0,0,0,0,0,0,0,0.9022,0,17.9449869439214,14.4945143483384,0,0,0,2019-01-02 20:30:00
"538",2019-01-02 20:45:00,0.856225,0,0.052709999,0,2.97220833333333,18.3632303480124,14.512910834713,0,21.0686915663537,22.0686915663537,22.4323853133246,23.4323853133246,1,0,9,0,0.646643523679047,0,0.646643523679047,0.034084579486479,0,-0.034084579486479,0.856225,0,18.3632303480124,14.512910834713,9,0,0.646643523679047,2019-01-02 20:45:00
"539",2019-01-02 20:50:00,0.81025,0,0.052709999,0,2.97220833333333,18.7440228211619,14.5421271889097,0,21.0686915663537,22.0686915663537,22.4323853133246,23.4323853133246,1,0,9,0,0.646827645560706,0,0.646827645560706,0.0340942845506772,0,-0.0340942845506772,0.81025,0,18.7440228211619,14.5421271889097,9,0,0.646827645560706,2019-01-02 20:45:00
"540",2019-01-02 20:55:00,0.764275,0,0.052709999,0,2.97220833333333,19.0918733751075,14.5807506627114,0,21.0686915663537,22.0686915663537,22.4323853133246,23.4323853133246,1,0,9,0,0.647012230381131,0,0.647012230381131,0.0341040140163772,0,-0.0341040140163772,0.764275,0,19.0918733751075,14.5807506627114,9,0,0.647012230381131,2019-01-02 20:45:00
"541",2019-01-02 21:00:00,0.7183,0,0.05209,0,2.76472083333333,18.6607379214846,14.6275423102185,0,7.54796415218152,8.54796415218152,33.0883638658561,34.0883638658561,0,0,0,0,0,0,0,0,0,0,0.7183,0,18.6607379214846,14.6275423102185,0,0,0,2019-01-02 21:00:00
"542",2019-01-02 21:05:00,0.743025,0,0.05209,0,2.76472083333333,18.2743017470859,14.6608338528014,0,7.54796415218152,8.54796415218152,33.0883638658561,34.0883638658561,0,0,0,0,0,0,0,0,0,0,0.743025,0,18.2743017470859,14.6608338528014,0,0,0,2019-01-02 21:00:00
"543",2019-01-02 21:10:00,0.76775,0,0.05209,0,2.76472083333333,17.9271287015623,14.6823312260098,0,7.54796415218152,8.54796415218152,33.0883638658561,34.0883638658561,0,0,0,0,0,0,0,0,0,0,0.76775,0,17.9271287015623,14.6823312260098,0,0,0,2019-01-02 21:00:00
"544",2019-01-02 21:15:00,0.792475,0,0.05209,0,2.76472083333333,17.614449713354,14.6935307350064,0,8.15858757658862,9.15858757658862,46.7154135536402,47.7154135536402,0,0,0,0,0,0,0,0,0,0,0.792475,0,17.614449713354,14.6935307350064,0,0,0,2019-01-02 21:15:00
"545",2019-01-02 21:20:00,0.8172,0,0.05209,0,2.76472083333333,17.3320809042217,14.6957447885032,0,8.15858757658862,9.15858757658862,46.7154135536402,47.7154135536402,0,0,0,0,0,0,0,0,0,0,0.8172,0,17.3320809042217,14.6957447885032,0,0,0,2019-01-02 21:15:00
"546",2019-01-02 21:25:00,0.841925,0,0.05209,0,2.76472083333333,17.0763517555311,14.6901244737541,0,8.15858757658862,9.15858757658862,46.7154135536402,47.7154135536402,0,0,0,0,0,0,0,0,0,0,0.841925,0,17.0763517555311,14.6901244737541,0,0,0,2019-01-02 21:15:00
"547",2019-01-02 21:30:00,0.86665,0,0.05209,0,2.76472083333333,17.5940420924001,14.6776793603747,0,24.6577562727034,25.6577562727034,39.5146460789256,40.5146460789256,1,0,9,0,0.646601837574869,0,0.646601837574869,0.0336814897192749,0,-0.0336814897192749,0.86665,0,17.5940420924001,14.6776793603747,9,0,0.646601837574869,2019-01-02 21:30:00
"548",2019-01-02 21:35:00,0.891375,0,0.05209,0,2.76472083333333,18.0621585577513,14.6802818310269,0,24.6577562727034,25.6577562727034,39.5146460789256,40.5146460789256,1,0,9,0,0.646503065228695,0,0.646503065228695,0.0336763446677627,0,-0.0336763446677627,0.891375,0,18.0621585577513,14.6802818310269,9,0,0.646503065228695,2019-01-02 21:30:00
